week,collected_date,environmental_location,microcystin,x16s,mcy_a_m,mcy_a_p,mcy_a_a,doc_ppm,tkp_mg_p_l,tkn_mg_n_l,cl_mg_cl_l,p_h,mcya_16s,category_d,category_d_ahead,ortho_p_mg_p_l,month(collected_date)
7,2019-07-01,Black Hawk Beach,0.06,4221319.53942366,349707.278064107,0,0,6.469,-0.013,0.472,16.686,8.53,0.0828431192659375,1,1,0.003,7
8,2019-07-09,Black Hawk Beach,3.068,304848.98229159,330251.343322584,0,0,6.659,0.061,0.846,17.038,8.12,1.08332768848379,1,1,0.0104,7
9,2019-07-16,Black Hawk Beach,3.365,6959317.8835924,469133.009512621,0,0,6.651,0.102,1.18,17.542,8.49,0.0674107746419617,1,1,0.017,7
10,2019-07-23,Black Hawk Beach,2.168,16109507.1158147,247193.777020385,0,0,7.154,0.358,1.864,18.559,8.58,0.0153445897036611,1,1,0.288,7
11,2019-07-30,Black Hawk Beach,0.055,4370615.26338657,58971.6450260658,0,0,6.783,0.254,2.795,18.782,8.4,0.0134927559330335,1,1,0.07,7
12,2019-08-06,Black Hawk Beach,0.407,13022475.2158102,52452.2363815242,0,0,6.621,0.577,2.247,19.035,8.42,0.00402782385931082,1,1,0.024,8
14,2019-08-20,Black Hawk Beach,0.117,2362356.67543442,0,0,0,5.29,0.23,1.827,18.663,8.5,0,1,1,0.015,8
15,2019-08-27,Black Hawk Beach,0.05,6528644.70494419,0,0,0,0.41,-0.255,2.155,19.804,8.5,0,1,1,0.012,8
13,2019-08-13,Black Hawk Beach,1.3,8587546.25298445,0,0,0,7.821,0.183,2.114,18.272,8.66,0,1,NA,0.03,8
6,2019-06-25,Brushy Creek Beach,0,2345873.33310294,0,0,0,35.27,-0.021,0.154,14.956,7.81,0,1,1,0.006,6
7,2019-07-01,Brushy Creek Beach,0,1836927.26151463,0,0,0,31.04,-0.06,0.153,21.37,8.21,0,1,1,0.01,7
8,2019-07-09,Brushy Creek Beach,0.218,593161.146930016,0,0,0,35.049,0.063,0.485,14.714,7.71,0,1,1,0.029,7
9,2019-07-16,Brushy Creek Beach,0.987,2843627.64670643,0,0,0,4.97,-0.062,0.308,14.253,8.08,0,1,1,0.022,7
10,2019-07-23,Brushy Creek Beach,0.918,5281981.57615197,0,0,0,4.708,0.082,0.551,14.773,8.05,0,1,1,0.042,7
11,2019-07-30,Brushy Creek Beach,0,1806123.84222854,0,0,0,4.038,0.186,0.94,14.871,7.9,0,1,1,0.04,7
12,2019-08-06,Brushy Creek Beach,0.097,1100921.79134157,0,0,0,33.79,0.08,0.42,14.875,8.04,0,1,1,0.173,8
14,2019-08-20,Brushy Creek Beach,0,28453.6038097903,0,0,0,5.459,-0.015,0.795,15.164,8.3,0,1,1,0.028,8
15,2019-08-27,Brushy Creek Beach,0.133,1386847.77280721,0,0,0,3.456,-0.483,0.616,15.97,8.3,0,1,1,0.004,8
13,2019-08-13,Brushy Creek Beach,0,96195.9465721057,0,0,0,37.06,0.01,0.738,14.969,7.97,0,1,NA,0.027,8
6,2019-06-25,Clear Lake Beach,0.305,2408578.40106582,129849.021951223,0,0,7.644,0.15,0.305,12.629,8.5,0.0539110630128391,1,1,0.002,6
7,2019-07-01,Clear Lake Beach,0.28,4645818.16183294,122115.776793616,0,0,5.021,-0.031,0.31,13.279,8.7,0.0262850960885298,1,1,0.005,7
8,2019-07-09,Clear Lake Beach,0.57,1118395.35206041,62256.5223061802,0,0,8.324,0.037,0.814,12.791,8.88,0.0556659344045785,1,1,0.0093,7
9,2019-07-16,Clear Lake Beach,1.35,11877767.5537972,129383.8494214,0,0,18.02,0.007,0.707,11.973,8.14,0.0108929433780709,1,1,0.011,7
10,2019-07-23,Clear Lake Beach,0.585,19539120.4868909,255652.031701569,0,0,7.588,0.208,1.744,12.08,8.3,0.0130841115327115,1,1,0.008,7
11,2019-07-30,Clear Lake Beach,0.62,2824769.72835392,182286.550184298,23810.3531816635,0,8.348,0.028,1.656,12.123,8.45,0.0645314725496305,1,1,-0.07,7
12,2019-08-06,Clear Lake Beach,2.155,5490905.85328029,89336.519009086,18927.5273161122,0,8.78,0.077,1.62,12.786,8.38,0.0162699054393213,1,1,0.045,8
14,2019-08-20,Clear Lake Beach,3.487,1196959.22924456,0,9816.52033587688,0,7.654,0.154,1.622,12.822,8.37,0,1,1,0.156,8
15,2019-08-27,Clear Lake Beach,4.065,4854188.18757688,325940.249368865,114933.270208886,0,7.386,-0.404,1.722,13.713,8.37,0.0671461914482488,1,3,-0.001,8
13,2019-08-13,Clear Lake Beach,11.398,1855921.8799225,0,0,0,10.21,0.034,2.404,12.339,8.3,0,3,NA,0.011,8
9,2019-07-17,Crandall's Beach,0.793,12313395.3161193,117012.217433855,0,0,7.893,0.191,2.282,13.564,8.5,0.0095028393412072,1,1,0.3,7
13,2019-08-14,Crandall's Beach,5.005,438928.11277913,242737.413443585,0,0,6.596,0.134,1.213,14.023,8.18,0.553023163421138,1,1,0.064,8
6,2019-06-26,Crandall's Beach,0,1566723.54849945,343971.477874677,0,0,6.789,-0.006,0.193,12.683,8.48,0.219548291212015,1,1,0.011,6
7,2019-07-02,Crandall's Beach,0,251999.193739159,0,0,0,6.562,0.067,0.383,13.346,8.58,0,1,1,0.096,7
8,2019-07-10,Crandall's Beach,0.455,1943529.91905625,73036.7679086628,0,0,7.444,0.005,0.48,13.619,8.41,0.0375794409916408,1,1,0.058,7
10,2019-07-24,Crandall's Beach,4.927,25103297.685238,1726814.19465923,0,0,6.409,0.284,1.467,12.731,8.35,0.0687883407316114,1,1,0.002,7
11,2019-07-31,Crandall's Beach,1.908,6666420.40876173,1550029.15320632,0,0,7.609,0.389,16.908,13.241,8.2,0.232512961704171,1,1,0.07,7
12,2019-08-07,Crandall's Beach,4.537,4696880.2205876,1041864.68429768,0,0,6.059,0.067,1.356,13.512,8.3,0.221820577780742,1,1,0.03,8
14,2019-08-21,Crandall's Beach,3.1,1901837.30436436,126404.778970324,0,0,4.936,0.097,1.234,13.129,8.53,0.0664645596551547,1,1,0.002,8
15,2019-08-28,Crandall's Beach,2.48,3290014.090837,829794.151383309,0,0,2.53,-0.436,1.064,15.846,8.53,0.252215987066549,1,NA,0.024,8
6,2019-06-25,Denison Beach,0.218,2190625.77101956,242337.843140336,0,0,5.616,0.209,0.352,19.131,8.66,0.110624939387775,1,1,0.003,6
7,2019-07-01,Denison Beach,0.068,4923913.33528691,270835.657045462,0,0,5.237,0.003,0.407,18.125,8.55,0.0550041478399986,1,1,0.014,7
8,2019-07-09,Denison Beach,1.743,372131.121672582,10476.8372840727,0,0,6.271,0.033,1.093,18.462,8.31,0.0281536175662586,1,1,0.0068,7
9,2019-07-16,Denison Beach,4.2,1994752.36436288,376674.159032682,0,0,6.475,0.063,1.328,17.615,8.41,0.188832541703988,1,1,0.011,7
10,2019-07-23,Denison Beach,1.193,5043291.37109372,60941.8938030192,0,0,6.512,0.463,2.246,17.781,8.51,0.0120837543022629,1,1,0.233,7
11,2019-07-30,Denison Beach,0,5762855.78883696,68418.9580821374,0,0,7.03,0.462,3.558,18.494,8.3,0.0118724050347867,1,1,0.12,7
12,2019-08-06,Denison Beach,0.282,13187381.3621232,0,0,0,6.998,0.224,1.978,18.423,8.5,0,1,1,0.025,8
14,2019-08-20,Denison Beach,0.01,2292697.1271602,0,0,0,5.335,0.137,1.938,18.638,8.5,0,1,1,0.016,8
15,2019-08-27,Denison Beach,0.087,7235162.00964759,0,0,0,6.094,-0.284,2.213,19.696,8.5,0,1,1,0.01,8
13,2019-08-13,Denison Beach,0.17,5518169.94883574,0,0,0,7.896,0.141,1.944,18.337,8.39,0,1,NA,0.017,8
6,2019-06-26,Emerson Bay Beach,0.127,2073522.18831503,0,0,0,6.593,0.323,0.168,24.334,8.18,0,1,1,0.006,6
7,2019-07-02,Emerson Bay Beach,0,723386.770457489,22038.151823922,0,0,6.218,-0.022,0.184,22.42,8.2,0.0304652403443658,1,1,0.109,7
8,2019-07-10,Emerson Bay Beach,0.018,3615674.34827818,0,0,0,7.281,0.082,0.541,22.319,8.25,0,1,1,0.035,7
9,2019-07-17,Emerson Bay Beach,1.32,1936671.83056025,0,0,0,6.555,-0.043,0.428,22.118,8.07,0,1,1,0.057,7
10,2019-07-24,Emerson Bay Beach,0.17,14985396.5886888,0,0,0,6.783,0.212,0.811,22.309,8.15,0,1,1,0.035,7
11,2019-07-31,Emerson Bay Beach,0,4876625.97349068,0,0,0,6.448,0.099,0.705,22.677,8.1,0,1,1,0.15,7
12,2019-08-07,Emerson Bay Beach,0.292,1023256.87386728,0,0,0,6.092,-0.022,0.67,22.775,8.33,0,1,1,0.002,8
14,2019-08-21,Emerson Bay Beach,0.023,1744690.44245487,0,0,0,5.852,0.055,0.766,22.602,8.5,0,1,1,0,8
15,2019-08-28,Emerson Bay Beach,0.155,1564615.47741043,0,0,0,2.524,-0.498,0.602,25.998,8.5,0,1,1,0.011,8
13,2019-08-14,Emerson Bay Beach,0.387,317989.962263562,0,0,0,7.084,-0.016,0.732,22.901,8.3,0,1,NA,0.107,8
6,2019-06-25,George Wyth Beach,0.172,9101909.17814693,0,20252.3463457846,0,5.054,1.355,0.358,33.779,8.41,0,1,1,0.047,6
7,2019-07-01,George Wyth Beach,0.027,2483529.93537153,0,63851.5031901512,0,6.648,-0.019,0.471,31.9,8.31,0,1,1,0.013,7
8,2019-07-09,George Wyth Beach,0.54,722149.137822061,21306.6204838549,11579.3145514571,0,6.127,0.115,0.833,32.786,8.6,0.0295044601841025,1,1,0.0129,7
9,2019-07-16,George Wyth Beach,0.725,4422520.55284658,55308.5978705532,43418.6770695923,0,6.325,-0.046,0.572,33.05,8.43,0.0125061256832269,1,1,0.02,7
10,2019-07-23,George Wyth Beach,0.63,9942842.74146863,0,20185.3296758976,0,5.707,0.203,1.784,34.188,8.29,0,1,1,0.06,7
11,2019-07-30,George Wyth Beach,0.38,2339893.63346767,64632.7189847669,7391.08214333094,0,6.046,0.113,1.64,34.587,8.21,0.0276220756620388,1,1,0.05,7
12,2019-08-06,George Wyth Beach,0.468,2694522.67417593,106760.487911668,0,0,6.814,0.023,1.229,35.204,8.37,0.0396212987683684,1,1,0.003,8
14,2019-08-20,George Wyth Beach,0.415,608654.935907382,0,0,0,7.687,-0.001,0.909,37.068,8.1,0,1,1,0,8
15,2019-08-27,George Wyth Beach,0.375,3517464.81632346,0,14105.7919446623,0,4.124,-0.449,1.452,42.744,8.1,0,1,1,0.043,8
13,2019-08-13,George Wyth Beach,1.185,432149.097631036,0,0,0,7.044,0.068,1.561,36.121,8.36,0,1,NA,0.016,8
6,2019-06-26,Green Valley Beach,33.66,6223711.44607928,8216988.9320049,0,0,18.45,1.336,0.899,6.334,9.58,1.32027151374142,3,3,0.006,6
7,2019-07-02,Green Valley Beach,45.79,1788553.40861624,3238527.44731303,0,0,12.68,0.175,1.782,6.667,10.23,1.8106965281057,3,3,0.164,7
8,2019-07-10,Green Valley Beach,37.255,13111777.8229058,4461288.29075201,0,0,9.089,0.204,2.159,6.751,10.25,0.340250448948144,3,3,0.035,7
9,2019-07-17,Green Valley Beach,40.94,22748380.3997898,2926784.59856382,0,0,11.25,0.168,2.054,6.776,9.91,0.128659031857532,3,3,0.143,7
10,2019-07-24,Green Valley Beach,36.56,63467849.9038499,11424445.8105427,0,0,18.08,0.971,4.714,6.918,9.71,0.180003668437644,3,3,0.192,7
11,2019-07-31,Green Valley Beach,18.365,8763041.55121143,6751585.74233249,0,0,9.269,0.785,4.668,7.123,10.01,0.77046145483575,3,3,2.63,7
12,2019-08-07,Green Valley Beach,34.83,11657474.9560149,6128916.70870877,0,0,13.26,0.609,3.281,7.376,9.44,0.525749935713687,3,3,0.159,8
14,2019-08-21,Green Valley Beach,10.155,1174892.61723931,46615.0239330356,0,0,7.275,0.302,1.515,5.929,9.26,0.0396759867659808,3,3,0.241,8
15,2019-08-28,Green Valley Beach,20.353,7019925.83912828,4916230.91303052,0,0,2.815,0.046,2.306,8.792,9.26,0.700325192273115,3,3,0.251,8
13,2019-08-14,Green Valley Beach,16.75,1705969.20986604,1271632.52732339,0,0,17.42,0.464,1.773,6.611,9.34,0.745401804422511,3,NA,0.325,8
6,2019-06-26,Gull Point Beach,0,1499818.69819182,0,0,0,6.779,0.076,0.178,22.642,8.39,0,1,1,0.008,6
7,2019-07-02,Gull Point Beach,0,917475.76042498,37935.3640985466,0,0,6.036,0.007,0.21,22.762,8.19,0.0413475382510103,1,1,0.073,7
8,2019-07-10,Gull Point Beach,0.125,941692.989133324,0,0,0,7.219,0.06,0.877,22.603,8.17,0,1,1,0.042,7
9,2019-07-17,Gull Point Beach,0.913,2398534.09700117,0,0,0,6.708,-0.072,0.296,23.215,8.25,0,1,1,0.019,7
10,2019-07-24,Gull Point Beach,0.16,9795483.94659851,53655.8485630414,0,0,7.12,0.128,0.45,21.797,8.45,0.00547761079039627,1,1,0.005,7
11,2019-07-31,Gull Point Beach,0.14,2325975.12982502,108911.604081009,0,0,7.197,0.042,0.825,22.832,8.1,0.04682406216837,1,1,-0.01,7
12,2019-08-07,Gull Point Beach,0.488,2264121.55265537,47170.8958043477,0,0,7.664,0.06,0.792,23.053,8.33,0.0208340827589514,1,1,-0.007,8
14,2019-08-21,Gull Point Beach,0.262,681809.32392426,0,0,0,4.935,-0.04,0.574,22.893,8.2,0,1,1,0.008,8
15,2019-08-28,Gull Point Beach,0.1,2149471.031842,56715.1066928791,0,0,5.606,-0.529,0.622,25.746,8.2,0.0263856110888253,1,1,0.046,8
13,2019-08-14,Gull Point Beach,0.7,736339.589316199,24975.8356286621,0,0,7.476,0.042,0.751,23.002,8.28,0.0339189091433422,1,NA,0.035,8
6,2019-06-26,Honey Creek Resort Beach,0.16,811455.708651985,0,0,0,8.158,0.484,0.261,7.818,7.9,0,1,1,0.043,6
7,2019-07-02,Honey Creek Resort Beach,0.255,0,17036.0055323095,0,0,8.178,0.041,0.316,6.703,8.2,0.0526680793062578,1,1,0.07,7
8,2019-07-10,Honey Creek Resort Beach,0.975,4805972.50229194,173736.040863135,0,0,8.016,0.138,1.054,6.435,8.91,0.0361500280703398,1,1,0.002,7
9,2019-07-17,Honey Creek Resort Beach,3.057,7452652.18653317,322720.065439973,0,0,9.572,0.119,1.128,6.793,8.4,0.0433027139013844,1,1,0.009,7
10,2019-07-24,Honey Creek Resort Beach,0.097,17648108.2691869,404579.910712129,0,0,8.554,0.366,1.877,6.868,8.4,0.0229248316330036,1,1,0.069,7
11,2019-07-31,Honey Creek Resort Beach,3.015,4999762.46449982,1040094.18032327,0,0,8.004,0.355,2.794,6.54,8.93,0.208028718905814,1,3,0.06,7
12,2019-08-07,Honey Creek Resort Beach,40.295,8406035.23641182,1394999.96900079,0,0,3.493,0.513,6.287,7.357,9.33,0.165952191463363,3,1,0.009,8
14,2019-08-21,Honey Creek Resort Beach,1.695,1790990.53146434,0,0,0,4.587,0.078,1.983,5.873,8.61,0,1,1,0.004,8
15,2019-08-28,Honey Creek Resort Beach,0.47,1662879.6408096,87511.6687817536,0,0,5.924,-0.408,1.15,8.672,8.61,0.0526265802010465,1,1,0.055,8
13,2019-08-14,Honey Creek Resort Beach,3.21,691979.504130469,0,0,0,7.936,-0.012,1.02,6.478,8.3,0,1,NA,0.05,8
6,2019-06-26,Lacey-Keosauqua Beach,0,1018569.77185049,0,0,0,9.861,0.132,0.265,1.9,7.42,0,1,1,0.003,6
7,2019-07-02,Lacey-Keosauqua Beach,0,762693.328623864,0,0,0,8.742,-0.032,0.177,1.515,7.71,0,1,1,0.398,7
8,2019-07-10,Lacey-Keosauqua Beach,0.222,2110804.69333305,0,0,0,9.173,0.069,0.462,0.997,7.92,0,1,1,0.139,7
9,2019-07-17,Lacey-Keosauqua Beach,1.725,7530931.60753744,0,0,0,9.05,-0.035,0.39,1.091,7.84,0,1,1,0.033,7
10,2019-07-24,Lacey-Keosauqua Beach,0.512,5717448.75689525,14355.199909693,0,0,9.308,0.269,0.626,5.547,8.17,0.00251077019140409,1,1,0.087,7
11,2019-07-31,Lacey-Keosauqua Beach,0,2550516.79927305,0,0,0,22.75,0.145,0.676,1.679,8.34,0,1,1,-0.07,7
12,2019-08-06,Lacey-Keosauqua Beach,0.28,1373742.44019708,0,0,0,9.229,0.007,0.619,1.316,8.22,0,1,1,0.285,8
14,2019-08-21,Lacey-Keosauqua Beach,0,388493.297649661,0,0,0,4.675,-0.006,0.445,1.146,7.86,0,1,1,0.004,8
15,2019-08-28,Lacey-Keosauqua Beach,0.038,1305805.470355,0,0,0,4.457,0.061,2.417,2.315,7.86,0,1,1,-0.001,8
13,2019-08-14,Lacey-Keosauqua Beach,0.663,752239.306164404,0,0,0,8.861,0.056,0.613,1.228,8.26,0,1,NA,0.048,8
6,2019-06-26,Lake Ahquabi Beach,0.387,2290984.53514543,0,0,0,7.485,0.26,0.281,9.992,8.8,0,1,1,0.008,6
7,2019-07-02,Lake Ahquabi Beach,0,484965.196826728,0,0,0,7.116,-0.009,0.432,9.903,9,0,1,1,0.03,7
8,2019-07-10,Lake Ahquabi Beach,0.082,4991457.05433236,0,0,0,8.059,0.047,1.097,10.219,9.11,0,1,1,0.23,7
9,2019-07-17,Lake Ahquabi Beach,0.96,9551706.18591961,0,0,0,8.322,0.004,0.834,10.701,8.86,0,1,1,0.024,7
10,2019-07-24,Lake Ahquabi Beach,0.275,20486978.7954952,0,0,0,18.82,0.279,1.433,9.791,8.03,0,1,1,-0.003,7
11,2019-07-31,Lake Ahquabi Beach,0.018,7738263.53323286,0,0,0,7.741,0.179,1.27,10.378,8.48,0,1,1,0.27,7
12,2019-08-07,Lake Ahquabi Beach,0.243,2342146.83237811,0,0,0,7.918,0.097,1.133,10.417,8.97,0,1,1,-0.007,8
14,2019-08-21,Lake Ahquabi Beach,0,535617.559254741,0,0,0,3.157,0.067,1.115,9.803,8.49,0,1,1,0.017,8
15,2019-08-28,Lake Ahquabi Beach,0.183,2336106.11410399,0,0,0,5.765,-0.463,1.117,11.53,8.49,0,1,1,0.015,8
13,2019-08-14,Lake Ahquabi Beach,0.038,560313.409888901,0,0,0,7.559,0.043,1.364,10.177,8.9,0,1,NA,0.127,8
6,2019-06-26,Lake Anita Beach,0.447,3827655.48517883,0,0,0,6.141,0.089,0.152,7.268,8.66,0,1,1,0.021,6
7,2019-07-02,Lake Anita Beach,0.135,552656.99264938,16175.0214190602,0,0,6.383,-0.006,0.28,7.67,9.08,0.0292677404505801,1,1,0.014,7
8,2019-07-10,Lake Anita Beach,0.365,8079198.68457729,0,0,0,6.569,0.118,0.618,8.749,8.37,0,1,1,0.084,7
9,2019-07-17,Lake Anita Beach,1.503,5833993.42600868,38794.1131084139,0,0,7.18,-0.022,0.791,7.414,8.41,0.0066496669220546,1,1,0.006,7
10,2019-07-24,Lake Anita Beach,0.248,23363598.928317,222373.213896789,0,0,4.798,0.255,1.685,7.394,8.41,0.00951793491144336,1,1,0.015,7
11,2019-07-31,Lake Anita Beach,0.285,4443116.50016709,103836.34655051,0,0,21.69,0.166,1.468,7.424,9.81,0.0233701606848717,1,1,0.25,7
12,2019-08-07,Lake Anita Beach,0.78,868291.552501569,27450.5745472054,16286.9775354429,0,7.773,0.022,1.406,7.713,8.06,0.0316144669012611,1,1,0.002,8
14,2019-08-21,Lake Anita Beach,0.817,303661.070691448,0,17198.815578579,0,6.803,0.019,1.496,7.168,7.94,0,1,1,0.007,8
15,2019-08-28,Lake Anita Beach,2.013,4105585.99483761,110350.400527597,304984.661495657,0,6.813,-0.435,1.189,9.448,7.94,0.0268781120810408,1,1,0.027,8
13,2019-08-14,Lake Anita Beach,3.665,560471.770452771,0,0,0,7.524,0.256,1.708,9.481,9.06,0,1,NA,0.049,8
6,2019-06-26,Lake Darling Beach,11.798,6366303.55366431,2688795.64464788,0,0,13.03,0.663,1.903,9.484,8.71,0.42234801120978,3,3,0.056,6
7,2019-07-02,Lake Darling Beach,11.417,1428371.71107239,1122138.84074139,0,0,8.753,0.169,1.129,9.861,9.15,0.785607018147198,3,3,0.147,7
8,2019-07-10,Lake Darling Beach,22.955,9172257.30425591,3530581.30503654,0,0,9.463,0.184,2.142,9.645,9.28,0.384919566462484,3,3,0.216,7
9,2019-07-17,Lake Darling Beach,22.03,27376841.3538486,4174093.86274729,0,0,10.62,0.06,1.516,10.373,10.21,0.152468058999089,3,3,0.05,7
10,2019-07-24,Lake Darling Beach,30.3,40747297.7689723,5248329.30763646,0,0,9.743,0.543,2.43,10.132,9.71,0.128801898407921,3,3,0.129,7
11,2019-07-31,Lake Darling Beach,27.495,27050059.2196423,1493096.83532847,0,0,15.29,2.655,8.53,14.796,9.31,0.055197544049895,3,3,0.39,7
12,2019-08-06,Lake Darling Beach,9.47,3188580.52460129,573818.506616868,0,0,11.08,0.585,2.632,11.063,9.44,0.179960487806285,3,1,0.126,8
14,2019-08-21,Lake Darling Beach,2.622,746376.819488939,0,0,0,4.635,0.347,1.42,9.703,9.19,0,1,3,0.208,8
15,2019-08-28,Lake Darling Beach,9.532,2310576.48595356,865106.210931483,0,0,3.027,-0.298,2.65,12.231,9.19,0.374411414722962,3,3,0.353,8
13,2019-08-14,Lake Darling Beach,16.413,1284688.8693264,475674.401771738,0,0,10.25,0.451,2.496,10.438,9.4,0.370264281982258,3,NA,0.18,8
6,2019-06-26,Lake Keomah Beach,4.203,1741722.53018137,144152.182066489,0,0,15.31,0.276,2.594,15.686,9.42,0.0827641484613959,1,1,0.006,6
7,2019-07-02,Lake Keomah Beach,0.603,0,65145.0775068055,0,0,7.713,0.016,0.508,9.345,8.81,0.0356922169092404,1,1,0.086,7
8,2019-07-10,Lake Keomah Beach,2.277,2559803.41998556,120798.047004396,0,0,9.243,0.027,1.401,9.625,9.46,0.0471903608149244,1,1,0.022,7
9,2019-07-17,Lake Keomah Beach,2.245,1766479.28281297,99761.6054070324,0,0,9.102,0.076,1.679,9.357,9.09,0.0564748233266401,1,1,0.036,7
10,2019-07-24,Lake Keomah Beach,4.485,12125662.8722425,390548.100759446,0,0,10.43,0.58,4.193,10.002,10.03,0.0322083918111785,1,1,0.01,7
11,2019-07-31,Lake Keomah Beach,6.753,3376381.70409184,1212418.16449882,0,0,10.29,0.601,6.365,9.647,9.01,0.359088003299357,1,3,0.04,7
12,2019-08-06,Lake Keomah Beach,12.065,1079676.44264004,313921.847976606,0,0,8.887,0.231,2.266,9.674,9.44,0.290755485235003,3,1,0.5,8
14,2019-08-21,Lake Keomah Beach,2.133,1090910.72686339,0,0,0,3.158,0.263,2.864,9.4,9.02,0,1,3,0.011,8
15,2019-08-28,Lake Keomah Beach,49.4,5513531.93808096,858050.220343468,0,0,4.396,2.329,24.91,13.332,9.02,0.155626235592665,3,3,0.019,8
13,2019-08-14,Lake Keomah Beach,16.853,437511.496722634,244354.622701254,0,0,9.234,0.204,2.056,9.759,9.31,0.558510175233556,3,NA,0.244,8
6,2019-06-25,Lake Macbride Beach,1.712,22120411.7752733,943322.605199604,0,0,5.395,0.052,0.193,21.727,8.4,0.0426448935391914,1,1,0.002,6
7,2019-07-01,Lake Macbride Beach,0,2220544.55440264,282193.699618965,0,0,8.178,-0.028,0.464,11.403,8.71,0.127083106285557,1,1,0.003,7
8,2019-07-09,Lake Macbride Beach,0.535,345668.694975107,77804.7888721184,0,0,5.528,0.06,0.637,22.718,8.94,0.225084857272718,1,1,0.006,7
9,2019-07-16,Lake Macbride Beach,0.665,3440663.41215695,44855.5923071602,0,0,5.548,-0.018,0.642,21.718,8.92,0.0130369021708637,1,1,0.03,7
10,2019-07-23,Lake Macbride Beach,0.343,6616304.19219837,53322.6154903429,0,0,5.336,0.244,2.892,23.764,9.13,0.00805927507886026,1,1,0.137,7
11,2019-07-30,Lake Macbride Beach,0.125,2804657.54541529,0,0,0,5.842,0.189,2.336,23.429,9.21,0,1,1,0,7
12,2019-08-06,Lake Macbride Beach,0.602,4408112.43560881,0,0,0,6.687,0.044,1.298,22.803,9.26,0,1,1,0.032,8
14,2019-08-20,Lake Macbride Beach,0,222400.787146261,0,0,0,5.011,0.105,1.078,22.675,8.71,0,1,1,0.033,8
15,2019-08-27,Lake Macbride Beach,0.105,3042946.79534662,0,0,0,4.004,-0.467,1.1,25.86,8.71,0,1,1,0.011,8
13,2019-08-13,Lake Macbride Beach,0.545,939001.967319106,0,0,0,6.241,0.097,1.471,22.07,8.78,0,1,NA,0.035,8
6,2019-06-25,Lake Manawa Beach,0.21,4652153.54638348,0,0,0,6.299,0.191,0.234,26.891,8.48,0,1,1,0.004,6
7,2019-07-01,Lake Manawa Beach,0,5926430.51611573,0,0,0,7.002,-0.01,0.374,27.73,8.32,0,1,1,0.003,7
8,2019-07-09,Lake Manawa Beach,0.132,984813.065946972,0,0,0,6.146,-0.008,0.631,28.523,8.3,0,1,1,0.0058,7
9,2019-07-16,Lake Manawa Beach,0.65,857483.861064438,0,0,0,5.984,-0.034,0.643,28.088,8.1,0,1,1,0.017,7
10,2019-07-23,Lake Manawa Beach,0.038,8732810.42442499,0,0,0,7.333,0.245,1.876,29.301,8.51,0,1,1,0.416,7
11,2019-07-30,Lake Manawa Beach,0,1340727.58907239,0,0,0,6.797,0.36,3.249,29.574,8.62,0,1,1,-0.03,7
12,2019-08-07,Lake Manawa Beach,0.4,6323426.84517128,0,0,0,7.893,0.121,2.218,29.016,8.59,0,1,1,0.019,8
14,2019-08-20,Lake Manawa Beach,0.09,1193048.67758138,0,0,0,4.598,0.116,1.849,29.464,8.46,0,1,1,0.048,8
15,2019-08-27,Lake Manawa Beach,0.332,7473110.931241,0,0,0,5.381,-0.342,2.236,30.533,8.46,0,1,1,0,8
13,2019-08-13,Lake Manawa Beach,0.038,1109988.29903933,0,0,0,8.286,0.071,2.229,28.681,8.37,0,1,NA,0.048,8
6,2019-06-26,Lake of Three Fires Beach,3.283,6541765.16139558,997989.590429442,0,0,14.06,0.641,0.793,3.658,10.26,0.15255662131053,1,1,0.011,6
7,2019-07-02,Lake of Three Fires Beach,2.665,1548234.47038526,375857.74947186,0,0,11.97,0.066,0.971,3.53,10.11,0.242765392878982,1,3,0.069,7
8,2019-07-10,Lake of Three Fires Beach,18.487,7244674.37664337,1457969.9750763,0,0,20.376,0.231,2.45,3.504,9.9,0.201247136762523,3,3,0.102,7
9,2019-07-17,Lake of Three Fires Beach,22.64,10143468.6325034,2273699.66438057,0,0,13.71,0.034,2.736,3.528,8.82,0.224154058809311,3,3,0.01,7
10,2019-07-24,Lake of Three Fires Beach,22.3,13559330.1811284,2401253.93034459,0,0,14.2,0.323,3.649,4.092,9.65,0.177092370955506,3,3,0.014,7
11,2019-07-31,Lake of Three Fires Beach,8.94,6024707.40719147,3247682.10196205,0,0,13.27,0.161,3.299,3.576,9.84,0.539060552232863,3,3,0.27,7
12,2019-08-07,Lake of Three Fires Beach,16.185,4200602.22155392,1398590.20473657,0,0,12.29,0.021,2.111,3.592,9.17,0.332949927408072,3,1,0.015,8
14,2019-08-21,Lake of Three Fires Beach,3.827,798742.826381371,64038.5336589482,0,0,5.348,0.199,1.879,3.342,8.98,0.0801741581192894,1,1,0.003,8
15,2019-08-28,Lake of Three Fires Beach,1.725,3651177.3224156,222267.487407222,0,0,5.022,-0.427,1.817,5.28,8.98,0.0608755663666785,1,3,0.019,8
13,2019-08-14,Lake of Three Fires Beach,30.72,1115901.28966835,865264.509779544,0,0,12.57,0.103,1.786,3.386,8.39,0.775395205463649,3,NA,0.128,8
6,2019-06-26,Lake Wapello Beach,0.043,1601350.76133631,0,0,0,10.1,0.107,0.385,3.108,7.64,0,1,1,0.003,6
7,2019-07-02,Lake Wapello Beach,0.072,558227.87870522,0,0,0,8.703,-0.101,0.353,2.875,8.34,0,1,1,0.144,7
